Table S7: Significant and stability-selected host gene-microbe associations at FDR < 0.1 for IBD data,,,,,,,,,
,,,,,,,,,
gene,taxa,final_model_r.sqr,final_model_r.sqr.adj,pval,ci.lower,ci.upper,Bonferonni_global,BY_global,BH_global
C3orf67,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea,0.4606057,0.3945574,0.00032677,-0.2158909,-0.06349267,1,1,0.078413636
CD300A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.550689,0.4742105,0.000327114,-0.3729542,-0.1096714,1,1,0.078413636
WWC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1300814,0.09725426,0.000327132,-0.3611892,-0.1062111,1,1,0.078413636
FNDC3A,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.4925825,0.4418407,0.000327554,0.03123364,0.1062308,1,1,0.07846329
TMEM115,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.9096667,0.8580477,0.000328392,0.03037401,0.1033369,1,1,0.078586756
ZNF566,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium,0.425078,0.3799861,0.000328446,0.03680748,0.1252267,1,1,0.078586792
SULF1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3901508,0.3154754,0.000330321,-0.5638868,-0.1656349,1,1,0.078854816
LAIR2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1715554,0.1402933,0.000331498,-0.2764096,-0.08115934,1,1,0.079071244
PCSK6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4082892,0.374152,0.000332244,0.08736278,0.2976126,1,1,0.079197435
AKAP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1715852,0.1403243,0.000332471,0.09212856,0.3138721,1,1,0.079230431
NLGN3,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.206857,0.1610988,0.000332597,-0.2439675,-0.07160692,1,1,0.079242871
TRPA1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.2188327,0.1893547,0.000333162,0.08653542,0.2948862,1,1,0.079335878
ARHGEF6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3830703,0.3075278,0.000333278,-0.4327895,-0.1269987,1,1,0.079340482
RAB27B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus] gnavus group,0.1256287,0.1094366,0.000333656,-0.2894254,-0.08491872,1,1,0.07940447
MAP2K3,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae,0.3909656,0.3300622,0.000335149,0.05881308,0.2005519,1,1,0.079694947
TSPAN7,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.175379,0.1442612,0.000335472,0.120384,0.4105529,1,1,0.07975883
HDAC11,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2678984,0.2402719,0.000336094,0.07668899,0.2615921,1,1,0.07985099
LCP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2123281,0.1668855,0.000336187,-0.6335878,-0.1857383,1,1,0.07985099
PIM2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2820009,0.2549066,0.000335929,-0.6361765,-0.1865135,1,1,0.07985099
SLC12A7,Bacteria;Firmicutes;Negativicutes;Selenomonadales,0.2367028,0.1926665,0.00033732,-0.2274824,-0.06666174,1,1,0.080016138
CTSA,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium,0.7037661,0.6026131,0.000337563,0.04338928,0.1480775,1,1,0.080060816
RPS28,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.4217392,0.3763855,0.000339783,-0.1875645,-0.05491873,1,1,0.080375428
MAD2L1BP,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae,0.430876,0.4093996,0.000340093,-0.1167092,-0.03416882,1,1,0.080386991
SAMHD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3565977,0.2922575,0.00034061,-0.3927399,-0.1149621,1,1,0.080483172
ADAMTS4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.123122768,0.090033061,0.000346136,-0.777870578,-0.227279025,1,1,0.081407025
ICAM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.06563617,0.04833314,0.000346194,-0.7094853,-0.2072942,1,1,0.081407025
ITPR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3608713,0.2969584,0.000346338,-0.4027435,-0.1176662,1,1,0.081407025
ABHD6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6285403,0.5459937,0.000346671,0.0534935,0.1831158,1,1,0.081415439
SYN1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.2585651,0.21579,0.000347981,-0.07483933,-0.02185333,1,1,0.081517348
CSPG5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5295259,0.4494452,0.000348128,0.04277767,0.1465042,1,1,0.081521715
CISD3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3855023,0.3240526,0.000348423,0.07445626,0.2550214,1,1,0.081572489
IP6K2,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.5836516,0.4795645,0.000349703,-0.1722572,-0.05027123,1,1,0.081785819
HLA-DQA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.3482688,0.2971527,0.000350268,0.1368187,0.4689039,1,1,0.081870371
USP54,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1122351,0.07873452,0.000351235,0.09759319,0.3345764,1,1,0.082065471
ACVR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2199357,0.1904993,0.000351843,-0.2189195,-0.06384436,1,1,0.082168022
CC2D1A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2670907,0.2248074,0.000353118,0.0613815,0.210562,1,1,0.082418505
KRTCAP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.08174909,0.04709811,0.000354066,0.04238051,0.1454262,1,1,0.082548306
PAPPA,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.3027564,0.2764454,0.000354468,0.1157684,0.3973042,1,1,0.082596387
OTUD4,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.1764898,0.1119007,0.000354871,0.03977242,0.1365123,1,1,0.082629136
CTTNBP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.3792906,0.3032853,0.000355538,0.03913943,0.1343688,1,1,0.082700647
FAM171A1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3485996,0.2975093,0.000355719,0.07225308,0.2480651,1,1,0.082729611
SH2D1A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3344931,0.2822964,0.000356023,-0.4636523,-0.1350331,1,1,0.082771305
FPGT,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.7241562,0.6551953,0.000357246,0.03728316,0.1280668,1,1,0.082965955
SPAG4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1348292,0.1188075,0.000358164,-0.4816778,-0.1401858,1,1,0.08306313
IL1RAP,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.3117813,0.2720763,0.000359214,0.07764587,0.266881,1,1,0.083211719
LRRFIP1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.2737564,0.2167961,0.000359376,0.06441015,0.2213993,1,1,0.08323606
FBN1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2966434,0.2414782,0.000361972,-0.616657,-0.1792505,1,1,0.08369136
HINT2,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.6246475,0.5607577,0.000364005,-0.134898,-0.03918684,1,1,0.084055216
ARHGEF5,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,0.1663026,0.1348424,0.000365857,-0.1529437,-0.04440283,1,1,0.084389445
NR2F6,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.3610622,0.3242004,0.000366764,-0.217435,-0.06310788,1,1,0.08451868
TOP1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.375489,0.2691892,0.000367241,0.06566493,0.2262794,1,1,0.084602027
LDLRAD3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1996691,0.169468,0.000368254,-0.4574812,-0.1327158,1,1,0.084755226
BTD,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1114234,0.0601594,0.000368861,0.05737442,0.1978118,1,1,0.084853978
EVA1A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2145717,0.1529695,0.000370059,-0.3980216,-0.1154008,1,1,0.085023416
SOX13,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3451938,0.3074165,0.00037034,0.04571393,0.1576829,1,1,0.085074541
SORBS3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4743123,0.4217435,0.000370884,0.06909502,0.2383731,1,1,0.085186286
ABCA10,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.1911831,0.1445206,0.000372799,0.06804375,0.2348873,1,1,0.085451493
CD44,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1918135,0.1451874,0.000375362,-0.4288466,-0.1241318,1,1,0.085877561
TMEM98,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2291838,0.2000964,0.000375827,0.1116201,0.3856774,1,1,0.085943467
CYSLTR2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1666774,0.1352313,0.000377392,-0.3679498,-0.1064377,1,1,0.086233869
DNMT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.281022,0.2091242,0.000377716,-0.2262493,-0.06544109,1,1,0.086292784
RBX1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.2539329,0.1793262,0.000378767,0.03982157,0.1377198,1,1,0.086446106
HPD,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae,0.3018465,0.2320311,0.000379228,0.03330017,0.1151825,1,1,0.08653185
TMEM59,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.163323,0.1317503,0.000379625,0.07725872,0.2672643,1,1,0.086581743
SAMD13,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2591427,0.2010362,0.000379695,0.1201001,0.4154762,1,1,0.086584271
RIPK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1612105,0.1128188,0.000380195,-0.3403123,-0.09835757,1,1,0.086636159
SLC9A3R1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.36668,0.303348,0.000380437,0.08911022,0.3083399,1,1,0.086672348
CYYR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3957107,0.3608478,0.000381342,-0.3962549,-0.1144857,1,1,0.086797498
SEMA4B,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1184168,0.06755619,0.000381328,0.1064395,0.3684041,1,1,0.086797498
NRP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.380416,0.3446708,0.000382439,-0.4154531,-0.1199919,1,1,0.086953552
KCNK5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4201963,0.3356416,0.000382684,0.1161002,0.402009,1,1,0.086981
APOPT1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.2540798,0.2110459,0.000383087,-0.1177038,-0.03398866,1,1,0.087045536
TRIM8,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.4274833,0.3300336,0.000384548,0.04088506,0.1416497,1,1,0.087323181
COQ9,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2883934,0.2325811,0.000385792,0.06471277,0.2242881,1,1,0.087444426
SIGLEC9,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6759912,0.5653541,0.000386038,-0.3287145,-0.09483529,1,1,0.087444426
ADPRHL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.219385,0.1743495,0.00038652,0.08185231,0.2837551,1,1,0.087512776
SLC25A27,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.1879799,0.1573377,0.000386916,0.06335779,0.2196672,1,1,0.087561737
BAIAP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG 013,0.5579267,0.471434,0.000389679,0.04709549,0.1634215,1,1,0.087887852
MREG,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.6672618,0.6187375,0.00038954,0.03248718,0.1127259,1,1,0.087887852
PDCD4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1944091,0.1479327,0.00038994,0.1262257,0.4380385,1,1,0.087919617
GUCY1A2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4137414,0.3551156,0.000390643,-0.3843595,-0.110734,1,1,0.088037305
ZBTB7C,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2312412,0.2022315,0.000390993,0.1218941,0.4231415,1,1,0.088062004
NCOA3,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.2734379,0.2007817,0.000392717,0.04298685,0.1493016,1,1,0.088314168
FGD5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.277688,0.2360161,0.00039308,-0.4042739,-0.1163856,1,1,0.088368753
VIPR2,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.268659,0.2264663,0.00039356,-0.3089026,-0.08891649,1,1,0.088422192
SOX13,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.3451938,0.3074165,0.000393683,-0.1263965,-0.03638143,1,1,0.08843626
CDX2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2364851,0.2076732,0.000395384,0.1244119,0.4324534,1,1,0.088763687
EIF2AK2,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.1856416,0.1386594,0.000395583,0.04709264,0.1637029,1,1,0.088794908
NT5DC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3119391,0.2579735,0.000397094,-0.3244096,-0.09328115,1,1,0.089024563
TCF3,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.561111,0.4513887,0.000397596,-0.161134,-0.04632573,1,1,0.089109871
FPR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.133808656,0.10112219,0.000397691,-1.098956059,-0.315938743,1,1,0.089117586
ASAP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2565885,0.2136994,0.000398769,-0.3702369,-0.1064051,1,1,0.089317069
CYS1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.146334,0.09708403,0.000399166,-0.5117185,-0.1470492,1,1,0.0893354
ZNF709,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1751527,0.1598777,0.000400392,-0.1700435,-0.04884646,1,1,0.08946217
CSF3R,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.142598176,0.126720365,0.000400906,-0.943249678,-0.270915114,1,1,0.089536066
LGALS4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2195271,0.1900753,0.000403408,0.1245859,0.4340947,1,1,0.089885759
ETS1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2687074,0.2265174,0.000404171,-0.3740515,-0.1073292,1,1,0.089976617
CHRNA5,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.1105137,0.07694813,0.000404623,0.04775765,0.1664617,1,1,0.090032234
RNF5,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.3233199,0.2842807,0.000404729,-0.1870116,-0.05365171,1,1,0.090032234
BST2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1500941,0.1343551,0.00040652,-0.5209808,-0.1493852,1,1,0.090292317
MAP2K2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4706438,0.393446,0.000407891,0.0481965,0.168153,1,1,0.09043793
KCNE4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.09915025,0.08246785,0.000408276,-0.3485474,-0.09989037,1,1,0.090491057
EFCAB2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella 4,0.2005641,0.1544428,0.000408668,-0.175567,-0.05031006,1,1,0.090531249
BAK1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae,0.6102595,0.5534224,0.000409527,-0.1623018,-0.04649711,1,1,0.090589483
SPAST,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.5733116,0.478492,0.000409698,0.03823605,0.1334726,1,1,0.090589483
LITAF,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1404563,0.1245388,0.000412033,-0.2337825,-0.06692631,1,1,0.090869124
SNX18,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2789091,0.2373077,0.000412101,-0.21454,-0.06141643,1,1,0.090870437
CAP1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3054003,0.2653273,0.000413582,0.06188204,0.2162596,1,1,0.091059681
ZSCAN31,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae UCG 003,0.2777905,0.2361246,0.000413663,-0.1733057,-0.04958973,1,1,0.09106378
LILRA5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2553539,0.2123936,0.0004138,-0.6298162,-0.1802086,1,1,0.091066518
TMEM141,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.4481299,0.3929429,0.000415539,-0.2681795,-0.07669523,1,1,0.091352891
ATG4A,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.2311599,0.1868038,0.000416571,0.06581559,0.2302055,1,1,0.091428731
MYO1D,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.149383,0.1172843,0.000416274,0.1114887,0.3899244,1,1,0.091428731
ZNF721,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium,0.6919779,0.6060183,0.000416571,0.02301412,0.0804973,1,1,0.091428731
BET1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1687302,0.1533363,0.000417589,-0.1425841,-0.04075271,1,1,0.091535546
SIRT6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7929856,0.7469824,0.000418345,0.05800442,0.202988,1,1,0.091584252
ACO2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.204785,0.1747769,0.00042025,0.06670587,0.2335669,1,1,0.091918765
ANKRD44,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3538598,0.3165824,0.000420478,-0.4354628,-0.1243585,1,1,0.091941171
PLEKHA2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4110435,0.3648508,0.000421893,-0.267682,-0.07641299,1,1,0.092209227
PRTFDC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella 4,0.7076128,0.6426378,0.000422854,-0.09631866,-0.02748774,1,1,0.092373933
ARHGAP39,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7465179,0.659963,0.000423242,0.04592554,0.1609436,1,1,0.092422071
DOCK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3275984,0.288806,0.000423326,-0.4730344,-0.1349779,1,1,0.092425584
TNFAIP6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.220649458,0.191240004,0.000423449,-0.787926829,-0.224822978,1,1,0.092438596
CD1E,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella,0.1854664,0.138474,0.000423738,0.07179942,0.251653,1,1,0.092488026
AGPS,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.7539588,0.6992829,0.000423979,0.04238023,0.1485506,1,1,0.092526772
HS3ST6,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium,0.3666411,0.3033052,0.000424903,0.06186276,0.2168976,1,1,0.092637876
KLF7,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2942402,0.2388865,0.000425144,-0.4021464,-0.1146909,1,1,0.092670277
CNKSR2,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.4040899,0.3311213,0.000425236,0.05332208,0.1869708,1,1,0.092676645
FAM162A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1925356,0.1620653,0.000426591,0.1021938,0.3584749,1,1,0.092861095
DUSP5,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.3037832,0.2636169,0.000426704,-0.3290019,-0.0937887,1,1,0.092871954
ROCK1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.3216783,0.2538462,0.00042781,0.03329132,0.1168195,1,1,0.093071134
PPP2R5A,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.3428614,0.2913211,0.000428123,-0.122376,-0.03487172,1,1,0.093097586
SGK1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2042358,0.1894994,0.000429931,-0.5685011,-0.1619147,1,1,0.093365907
SLC9B2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.200936,0.1707826,0.000430133,-0.3712508,-0.1057298,1,1,0.09339524
NPPC,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Fusicatenibacter,0.3245619,0.2570181,0.000430693,0.03834985,0.1346797,1,1,0.093464215
LTK,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1331181,0.1004056,0.000431195,0.1544785,0.5425853,1,1,0.093543042
SCN4B,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.231876,0.171631,0.000432275,-0.4631266,-0.1318158,1,1,0.093693907
RND1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.13145308,0.115368877,0.000433196,-0.580093001,-0.165064238,1,1,0.093836899
VSIG2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3044302,0.2643012,0.00043317,0.1316106,0.462522,1,1,0.093836899
METTL18,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes,0.250828,0.2076065,0.000434103,0.0313348,0.1101494,1,1,0.093956348
RAB24,Bacteria;Firmicutes;Negativicutes;Selenomonadales,0.5154106,0.4447413,0.000434128,-0.3528305,-0.1003709,1,1,0.093956348
RPS6KA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3792657,0.3434542,0.000434407,0.04524834,0.1590724,1,1,0.093988777
MDFIC,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4523958,0.3976354,0.000437005,-0.3306436,-0.09398358,1,1,0.094383354
1-Mar,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.1128298,0.09640073,0.000437603,-0.2315889,-0.06581685,1,1,0.094439717
RGS5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3290239,0.2903137,0.000437725,-0.6434381,-0.1828569,1,1,0.094441144
